ID	source_count	listitem_count	boldtitle_count	interviewquote_count	numberedrow_count	paragraph_count	uniq_MIES	uniq_NAINEN	uniq_NETTISIVU	uniq_JULKAISU	uniq_YLIOPISTO	uniq_SAIRAALA	uniq_YRITYS	uniq_VIRASTO	uniq_JARJESTO	uniq_TUOTE	uniq_TUTKIMUS
ID335	0	0	1	8	0	19	1	2	0	0	0	0	0	0	1	0	0
ID336	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ID337part1of2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ID337part2of2	0	0	1	0	0	7	0	0	0	0	0	0	2	0	0	1	0
ID338	0	0	6	1	0	22	1	0	0	0	0	0	0	0	0	0	0
ID340	0	0	5	0	0	21	1	0	0	0	0	0	0	0	0	0	0
ID341	0	0	0	3	0	14	1	1	0	0	1	0	0	0	0	0	0
ID344	0	0	0	0	0	6	0	0	1	0	0	0	2	0	0	0	0
ID345	0	0	1	0	0	11	0	0	1	0	0	0	0	0	0	2	0
ID346	0	0	5	0	0	12	0	0	0	0	1	0	1	0	0	4	0
ID347	4	6	5	0	1	29	0	0	0	0	0	0	1	0	0	1	0
ID348	11	0	7	0	0	32	0	0	0	0	0	0	0	0	0	1	0
ID349	3	0	2	0	0	11	0	0	0	1	0	0	0	0	0	0	0
ID350	9	0	4	0	2	27	0	0	0	0	0	0	0	1	2	0	0
ID351	8	3	3	0	0	22	1	0	0	1	0	0	0	0	0	0	0
ID352	0	0	5	0	5	26	0	0	0	0	0	0	0	0	0	0	0
ID353	0	0	0	0	0	14	4	0	1	0	0	0	0	0	0	0	0
ID360	0	0	4	6	0	21	1	0	0	0	0	0	0	0	0	0	0
ID361	0	0	2	0	0	18	1	0	0	0	0	0	0	0	0	0	0
ID362	0	0	2	1	0	14	1	0	0	0	0	0	0	0	0	0	0
ID364	0	0	3	13	0	31	2	3	0	0	0	0	0	2	2	0	0
ID365	0	0	2	4	0	15	1	0	0	0	0	0	0	0	0	0	0
ID366	0	0	4	0	0	26	0	1	1	0	0	0	1	2	0	1	0
ID367	0	0	4	1	0	32	0	3	0	0	0	0	0	0	0	0	0
ID368	0	0	1	0	1	17	1	0	0	0	0	0	2	4	0	0	0
ID369	0	0	0	0	0	9	1	0	0	0	0	0	1	2	0	2	0
ID370	0	0	8	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ID371	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0
